Norm,Agent1,Agent2,Agent1_Stance,Agent2_Stance,Status
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent8,Agent4,agree,disagree,attack
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent8,Agent5,agree,agree,defended
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent8,Agent6,agree,neutral,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent8,Agent7,agree,disagree,attack
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent8,Agent9,agree,neutral,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent8,Agent10,agree,agree,defended
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent9,Agent1,neutral,neutral,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent9,Agent2,neutral,agree,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent9,Agent3,neutral,agree,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent9,Agent4,neutral,disagree,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent9,Agent5,neutral,agree,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent9,Agent6,neutral,neutral,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent9,Agent7,neutral,disagree,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent9,Agent8,neutral,agree,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent9,Agent10,neutral,agree,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent10,Agent1,agree,neutral,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent10,Agent2,agree,agree,defended
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent10,Agent3,agree,agree,defended
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent10,Agent4,agree,disagree,attack
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent10,Agent5,agree,agree,defended
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent10,Agent6,agree,neutral,neutral
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent10,Agent7,agree,disagree,attack
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent10,Agent8,agree,agree,defended
"In the context of Renewable Energy, the norm states that international cooperation is mandatory for success.",Agent10,Agent9,agree,neutral,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent1,Agent2,neutral,neutral,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent1,Agent3,neutral,agree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent1,Agent4,neutral,neutral,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent1,Agent5,neutral,disagree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent1,Agent6,neutral,disagree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent1,Agent7,neutral,disagree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent1,Agent8,neutral,agree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent1,Agent9,neutral,disagree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent1,Agent10,neutral,disagree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent2,Agent1,neutral,neutral,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent2,Agent3,neutral,agree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent2,Agent4,neutral,neutral,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent2,Agent5,neutral,disagree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent2,Agent6,neutral,disagree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent2,Agent7,neutral,disagree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent2,Agent8,neutral,agree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent2,Agent9,neutral,disagree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent2,Agent10,neutral,disagree,neutral
"In the context of Universal Basic Income, the norm states that research must focus on ethical implications first.",Agent3,Agent1,agree,neutral,neutral
